Sample,Grain,Ca_apfu,Si_apfu,P_apfu,F_apfu,Cl_apfu,OH_apfu,Mn_apfu,Mg_apfu,Fe_apfu,Sr_apfu,Na_apfu,Ce_apfu,La_apfu,K_apfu,Y_apfu,S_apfu,Corr_Total_wt_pct,Net_Corr_Total_wt_pct,M_site_10,X_site_6,rmr0_1999,eCl_1999_apfu,rmr0_2007,eCl_2007_apfu
MU19-47,1,9.886,0.001,5.987,1.161,0.655,0.185,0.075,0.001,0.019,0.001,0.026,0.003,0.000,0.000,0.011,0.005,99.7,100.7,9.9,6.1,0.602,0.433,0.000,
MU19-47,2,10.023,0.003,5.942,1.114,0.715,0.171,0.064,0.001,0.022,0.005,0.014,0.000,0.004,0.000,0.003,0.003,99.2,100.4,10.1,6.0,0.580,0.459,0.000,
MU19-47,3,9.913,0.001,5.970,1.175,0.603,0.222,0.091,0.001,0.019,0.002,0.018,0.002,0.002,0.000,0.008,0.007,99.7,100.6,10.0,6.1,0.605,0.429,0.000,
MU19-47,4,10.011,0.001,5.947,1.210,0.697,0.093,0.055,0.000,0.017,0.003,0.012,0.003,0.000,0.000,0.008,0.008,99.9,101.0,10.1,6.0,0.623,0.407,0.490,
MU19-47,5,9.963,0.001,5.976,1.307,0.521,0.172,0.049,0.001,0.023,0.000,0.016,0.003,0.000,0.000,0.001,0.003,100.0,100.9,10.0,6.0,0.676,0.335,0.666,
MU19-47,6,10.042,0.008,5.948,1.585,0.012,0.403,0.012,0.001,0.004,0.000,0.018,0.000,0.000,0.001,0.018,0.006,99.1,99.2,10.1,6.0,0.837,0.011,0.827,
MU19-47,7,9.981,0.000,5.948,1.213,0.764,0.023,0.081,0.005,0.025,0.001,0.018,0.006,0.000,0.001,0.004,0.004,99.7,100.9,10.0,6.0,0.529,0.513,0.000,
MU19-47,8,9.990,0.000,5.963,1.300,0.487,0.213,0.045,0.000,0.015,0.003,0.014,0.002,0.003,0.000,0.003,0.007,99.6,100.4,10.0,6.0,0.701,0.297,0.695,
MU19-47,9,9.954,0.002,5.969,0.964,0.569,0.468,0.064,0.002,0.018,0.004,0.009,0.003,0.003,0.000,0.004,0.004,100.1,101.0,10.0,6.0,0.626,0.403,0.590,
MU19-47,10,9.960,0.001,5.956,0.894,0.782,0.324,0.072,0.004,0.018,0.004,0.023,0.008,0.003,0.001,0.012,0.002,99.8,101.1,10.0,6.0,0.505,0.537,0.000,
MU19-47,11,9.988,0.002,5.951,1.198,0.711,0.091,0.071,0.000,0.017,0.003,0.019,0.005,0.002,0.000,0.007,0.003,99.7,100.9,10.0,6.0,0.596,0.440,0.000,
MU19-47,12,9.916,0.003,5.977,0.812,0.838,0.349,0.075,0.001,0.017,0.002,0.020,0.002,0.001,0.000,0.008,0.004,100.0,101.3,10.0,6.1,0.447,0.590,0.000,
MU19-47,13,10.015,0.002,5.951,1.105,0.664,0.231,0.048,0.002,0.017,0.005,0.019,0.001,0.000,0.000,0.006,0.004,99.8,100.8,10.1,6.0,0.629,0.400,0.557,
MU19-47,14,10.036,0.001,5.947,1.285,0.658,0.057,0.045,0.000,0.017,0.003,0.019,0.003,0.000,0.000,0.004,0.004,99.4,100.4,10.1,6.0,0.652,0.369,0.600,
MU19-47,15,9.945,0.001,5.970,1.036,0.802,0.162,0.063,0.000,0.020,0.003,0.021,0.007,0.001,0.000,0.005,0.005,100.1,101.4,10.0,6.0,0.532,0.510,0.000,
MU19-47,16,9.935,0.001,5.974,1.127,0.696,0.177,0.077,0.001,0.020,0.001,0.018,0.000,0.003,0.000,0.006,0.002,99.7,100.8,10.0,6.1,0.577,0.462,0.000,
MU19-47,17,10.007,0.000,5.955,1.271,0.634,0.095,0.052,0.002,0.018,0.002,0.018,0.001,0.001,0.000,0.005,0.005,99.9,101.0,10.1,6.0,0.650,0.373,0.599,
MU19-47,18,9.929,0.000,5.969,1.233,0.665,0.102,0.076,0.002,0.022,0.006,0.021,0.005,0.001,0.000,0.006,0.005,100.1,101.2,10.0,6.0,0.594,0.442,0.000,
MU19-47,19,9.902,0.001,5.972,1.409,0.428,0.163,0.097,0.001,0.022,0.004,0.016,0.001,0.003,0.000,0.007,0.005,100.2,100.9,10.0,6.1,0.669,0.345,0.642,
MU19-47,20,9.983,0.000,5.963,1.161,0.768,0.071,0.066,0.000,0.018,0.000,0.017,0.002,0.002,0.000,0.002,0.002,100.0,101.2,10.0,6.0,0.574,0.465,0.000,
MU19-47,21,9.956,0.003,5.947,1.253,0.434,0.314,0.096,0.001,0.019,0.004,0.028,0.001,0.001,0.000,0.008,0.007,99.4,100.1,10.0,6.1,0.660,0.358,0.633,
MU19-47,22,9.992,0.003,5.964,1.114,0.589,0.297,0.037,0.001,0.022,0.001,0.014,0.006,0.000,0.000,0.007,0.003,99.6,100.6,10.0,6.0,0.651,0.371,0.637,
MU19-47,23,10.006,0.001,5.940,1.054,0.817,0.129,0.066,0.000,0.019,0.002,0.018,0.007,0.004,0.000,0.006,0.008,100.0,101.3,10.1,6.0,0.527,0.515,0.000,
MU19-47,24,9.924,0.003,5.964,0.974,0.787,0.239,0.105,0.000,0.018,0.003,0.016,0.005,0.002,0.000,0.003,0.003,99.4,100.7,10.0,6.1,0.452,0.585,0.000,
MU19-47,25,9.980,0.002,5.964,0.996,0.699,0.305,0.057,0.001,0.019,0.002,0.016,0.001,0.003,0.000,0.004,0.002,99.5,100.6,10.0,6.0,0.585,0.453,0.000,
MU19-47,26,9.992,0.000,5.960,0.973,0.774,0.252,0.058,0.002,0.015,0.002,0.012,0.006,0.000,0.000,0.004,0.003,99.2,100.5,10.0,6.0,0.564,0.477,0.000,
MU19-47,27,9.929,0.000,5.968,1.061,0.668,0.271,0.102,0.000,0.009,0.003,0.014,0.003,0.004,0.000,0.008,0.002,99.7,100.8,10.0,6.1,0.586,0.452,0.000,
MU19-47,28,9.967,0.000,5.955,1.259,0.555,0.187,0.085,0.001,0.019,0.002,0.018,0.001,0.003,0.000,0.003,0.006,99.6,100.5,10.0,6.0,0.639,0.387,0.572,
MU19-47,29,9.976,0.004,5.962,1.299,0.627,0.074,0.061,0.002,0.022,0.004,0.015,0.000,0.001,0.000,0.004,0.002,100.2,101.2,10.0,6.0,0.635,0.392,0.562,
MU19-47,30,9.992,0.005,5.954,1.065,0.629,0.306,0.055,0.000,0.022,0.003,0.013,0.006,0.002,0.000,0.004,0.003,99.9,100.9,10.0,6.0,0.615,0.418,0.542,
MU19-47,31,9.967,0.000,5.968,1.265,0.558,0.177,0.053,0.003,0.016,0.005,0.017,0.003,0.002,0.000,0.005,0.005,100.1,101.0,10.0,6.0,0.673,0.340,0.650,
MU19-47,32,9.969,0.001,5.969,0.986,0.842,0.172,0.050,0.000,0.013,0.001,0.018,0.006,0.003,0.000,0.006,0.003,100.1,101.4,10.0,6.0,0.552,0.489,0.000,
MU19-47,33,9.966,0.001,5.962,1.064,0.533,0.403,0.067,0.001,0.015,0.002,0.016,0.004,0.000,0.000,0.009,0.005,99.8,100.7,10.0,6.0,0.652,0.370,0.628,
MU19-49,1,10.000,0.000,5.980,0.837,0.260,0.903,0.018,0.000,0.006,0.000,0.017,0.003,0.002,0.000,0.006,0.001,98.9,99.3,10.0,6.0,0.751,0.211,0.770,
MU19-49,2,9.982,0.003,5.983,0.767,0.266,0.967,0.017,0.000,0.010,0.001,0.011,0.006,0.000,0.000,0.008,0.000,99.1,99.5,10.0,6.0,0.739,0.234,0.764,
MU19-49,3,10.034,0.005,5.959,1.724,0.018,0.257,0.014,0.000,0.007,0.001,0.005,0.000,0.004,0.000,0.000,0.009,100.2,100.2,10.1,6.0,0.839,0.003,0.827,
MU19-49,4,10.018,0.000,5.964,0.775,0.220,1.005,0.029,0.001,0.006,0.000,0.024,0.002,0.003,0.000,0.011,0.000,98.3,98.6,10.1,6.0,0.749,0.215,0.770,
MU19-49,4b,9.933,0.003,5.991,1.076,0.080,0.844,0.018,0.008,0.019,0.000,0.024,0.000,0.003,0.000,0.014,0.001,99.1,99.2,10.0,6.0,0.776,0.160,0.794,
MU19-49,5,10.022,0.029,5.924,1.743,0.031,0.226,0.015,0.002,0.007,0.002,0.009,0.005,0.003,0.003,0.002,0.021,100.1,100.1,10.1,6.0,0.837,0.011,0.824,
MU19-49,6,9.952,0.031,5.942,1.922,0.030,0.048,0.016,0.000,0.003,0.001,0.018,0.000,0.000,0.000,0.026,0.021,100.5,100.6,10.0,6.0,0.847,-,0.022,
MU19-49,7,9.999,0.010,5.966,1.284,0.041,0.676,0.014,0.003,0.014,0.000,0.014,0.002,0.003,0.000,0.014,0.000,99.8,99.8,10.0,6.0,0.805,0.095,0.811,
MU19-49,8,10.055,0.000,5.950,0.643,0.345,1.012,0.018,0.000,0.004,0.001,0.056,0.000,0.000,0.001,0.008,0.002,98.4,99.0,10.1,6.0,0.722,0.263,0.745,
MU19-49,9,10.061,0.008,5.942,1.580,0.020,0.401,0.016,0.002,0.006,0.001,0.009,0.002,0.000,0.001,0.000,0.012,99.7,99.7,10.1,6.0,0.832,0.023,0.824,
MU19-49,10,9.994,0.001,5.980,1.801,0.015,0.184,0.015,0.000,0.003,0.003,0.022,0.000,0.000,0.000,0.015,0.000,99.9,99.9,10.0,6.0,0.846,-,0.016,
MU19-49,11,9.977,0.018,5.955,1.248,0.077,0.675,0.016,0.006,0.026,0.000,0.016,0.005,0.001,0.000,0.020,0.002,99.3,99.4,10.1,6.0,0.778,0.156,0.795,
MU19-49,12,9.890,0.000,5.983,1.356,0.138,0.507,0.095,0.003,0.023,0.001,0.022,0.000,0.002,0.001,0.011,0.000,99.9,100.1,10.0,6.1,0.733,0.243,0.743,
MU19-49,13,10.108,0.014,5.916,2.033,0.018,0.000,0.009,0.001,0.009,0.000,0.009,0.001,0.002,0.001,0.006,0.012,100.2,100.2,10.1,6.0,0.850,-,0.030,
MU19-49,14,10.001,0.007,5.971,0.912,0.063,1.025,0.005,0.006,0.013,0.000,0.022,0.002,0.000,0.000,0.009,0.002,98.4,98.5,10.1,6.0,0.789,0.132,0.807,
MU19-49,15,9.981,0.007,5.971,1.290,0.061,0.649,0.017,0.010,0.023,0.000,0.020,0.000,0.000,0.001,0.007,0.002,99.5,99.6,10.0,6.0,0.787,0.136,0.801,
MU19-49,16,10.006,0.002,5.974,1.103,0.086,0.811,0.027,0.000,0.009,0.000,0.010,0.000,0.003,0.001,0.006,0.000,99.6,99.7,10.0,6.0,0.789,0.132,0.800,
MU19-49,17,10.055,0.025,5.932,2.148,0.025,0.000,0.010,0.000,0.004,0.001,0.005,0.001,0.000,0.002,0.004,0.014,100.4,100.4,10.1,6.0,0.854,-,0.042,
MU19-49,18,10.025,0.002,5.970,1.160,0.068,0.772,0.010,0.000,0.003,0.000,0.019,0.003,0.000,0.000,0.014,0.000,99.4,99.5,10.1,6.0,0.810,0.082,0.814,
MU19-49,19,10.006,0.014,5.960,1.900,0.027,0.073,0.013,0.000,0.004,0.003,0.011,0.000,0.000,0.000,0.007,0.010,101.0,101.0,10.0,6.0,0.849,-,0.026,
MU19-49,20,10.089,0.007,5.941,2.067,0.021,0.000,0.009,0.001,0.003,0.000,0.007,0.000,0.000,0.000,0.002,0.009,100.6,100.6,10.1,6.0,0.857,-,0.052,
MU19-49,21,9.847,0.001,5.991,1.313,0.162,0.526,0.085,0.012,0.042,0.000,0.020,0.004,0.001,0.000,0.009,0.001,100.0,100.3,9.9,6.1,0.696,0.306,0.720,
MU19-49,22,9.920,0.000,5.971,1.273,0.114,0.613,0.100,0.010,0.034,0.000,0.006,0.002,0.000,0.001,0.001,0.000,99.8,100.0,10.0,6.1,0.712,0.280,0.734,
MU19-49,23,10.028,0.000,5.977,1.434,0.082,0.484,0.010,0.000,0.005,0.000,0.007,0.000,0.000,0.000,0.007,0.000,99.9,100.1,10.0,6.0,0.820,0.056,0.817,
MU19-49,24,9.985,0.012,5.959,1.124,0.074,0.802,0.020,0.008,0.029,0.000,0.021,0.000,0.000,0.000,0.014,0.001,98.8,98.9,10.1,6.0,0.765,0.183,0.789,
MU19-49,25,9.863,0.002,5.977,1.019,0.172,0.809,0.123,0.005,0.036,0.000,0.023,0.001,0.000,0.000,0.010,0.000,99.1,99.4,9.9,6.1,0.649,0.374,0.674,
MU19-49,26,10.037,0.000,5.965,1.280,0.107,0.614,0.015,0.002,0.005,0.002,0.016,0.000,0.000,0.000,0.009,0.001,99.8,100.0,10.1,6.0,0.805,0.095,0.807,
MU19-49,27,9.868,0.000,5.970,1.533,0.121,0.346,0.067,0.021,0.076,0.001,0.027,0.005,0.001,0.000,0.013,0.000,99.6,99.7,10.0,6.0,0.664,0.353,0.709,
MU19-49,28,10.026,0.002,5.960,0.990,0.130,0.881,0.032,0.003,0.007,0.000,0.013,0.001,0.000,0.001,0.007,0.003,98.6,98.8,10.1,6.0,0.775,0.163,0.789,
MU19-49,29,9.941,0.017,5.973,1.367,0.080,0.552,0.019,0.008,0.020,0.002,0.017,0.008,0.001,0.001,0.016,0.000,99.5,99.6,10.0,6.0,0.791,0.128,0.799,
MU19-49,30,9.924,0.002,5.960,1.171,0.170,0.659,0.081,0.009,0.044,0.001,0.021,0.000,0.001,0.000,0.009,0.003,98.8,99.0,10.0,6.0,0.682,0.327,0.714,
MU19-49,31,9.886,0.001,5.974,0.977,0.183,0.839,0.077,0.006,0.058,0.000,0.022,0.001,0.002,0.000,0.011,0.001,99.0,99.3,10.0,6.1,0.629,0.400,0.685,
MU19-50,1,10.036,0.001,5.966,1.454,0.028,0.517,0.003,0.005,0.009,0.001,0.010,0.004,0.001,0.000,0.005,0.003,99.9,100.0,10.1,6.0,0.826,0.039,0.824,
MU19-50,2,9.986,0.003,5.954,1.938,0.018,0.043,0.020,0.000,0.010,0.002,0.030,0.006,0.001,0.000,0.019,0.012,100.4,100.5,10.1,6.0,0.840,0.001,0.823,
MU19-50,3,10.054,0.003,5.958,1.795,0.027,0.178,0.011,0.000,0.004,0.000,0.013,0.000,0.001,0.000,0.011,0.002,100.4,100.4,10.1,6.0,0.844,-,0.012,
MU19-50,4,9.991,0.002,5.964,1.533,0.020,0.446,0.021,0.001,0.009,0.000,0.025,0.005,0.000,0.000,0.020,0.005,100.1,100.2,10.1,6.0,0.822,0.052,0.817,
MU19-50,5,9.993,0.003,5.972,1.828,0.014,0.158,0.015,0.001,0.008,0.000,0.022,0.000,0.000,0.000,0.014,0.005,100.8,100.8,10.0,6.0,0.841,-,0.004,
MU19-50,6,10.026,0.003,5.968,1.666,0.034,0.300,0.011,0.000,0.001,0.000,0.015,0.000,0.000,0.000,0.012,0.003,100.4,100.4,10.1,6.0,0.841,-,0.001,
MU19-50,7,9.951,0.007,5.969,1.733,0.018,0.249,0.020,0.000,0.013,0.000,0.034,0.002,0.000,0.000,0.018,0.011,100.3,100.3,10.0,6.0,0.827,0.037,0.818,
MU19-50,8,9.961,0.004,5.986,1.654,0.018,0.328,0.012,0.000,0.005,0.000,0.021,0.000,0.000,0.000,0.014,0.005,100.8,100.8,10.0,6.0,0.838,0.007,0.826,
MU19-50,9,10.046,0.005,5.957,1.944,0.014,0.042,0.013,0.002,0.000,0.000,0.016,0.000,0.000,0.000,0.014,0.003,100.5,100.5,10.1,6.0,0.856,-,0.049,
MU19-50,10,10.033,0.003,5.949,1.741,0.019,0.239,0.016,0.003,0.006,0.000,0.030,0.000,0.000,0.001,0.012,0.009,100.9,101.0,10.1,6.0,0.837,0.009,0.824,
MU19-50,11,10.040,0.003,5.960,1.937,0.011,0.051,0.009,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.013,0.005,100.4,100.4,10.1,6.0,0.857,-,0.054,
MU19-50,12,9.997,0.005,5.962,1.944,0.019,0.037,0.015,0.002,0.013,0.001,0.021,0.000,0.000,0.000,0.013,0.009,100.3,100.3,10.0,6.0,0.839,0.003,0.825,
MU19-50,13,10.018,0.003,5.967,1.664,0.014,0.322,0.014,0.000,0.004,0.000,0.019,0.001,0.002,0.000,0.010,0.004,100.2,100.2,10.1,6.0,0.839,0.004,0.827,
MU19-50,14,9.988,0.008,5.964,1.641,0.014,0.345,0.018,0.002,0.004,0.000,0.024,0.001,0.001,0.000,0.022,0.004,100.0,100.0,10.0,6.0,0.834,0.017,0.823,
MU19-50,15,10.025,0.006,5.959,1.949,0.020,0.030,0.015,0.000,0.007,0.000,0.026,0.000,0.001,0.000,0.011,0.004,100.4,100.4,10.1,6.0,0.847,-,0.020,
MU19-50,16,10.020,0.003,5.965,1.583,0.016,0.401,0.008,0.000,0.004,0.000,0.020,0.001,0.002,0.001,0.011,0.006,100.0,100.1,10.1,6.0,0.837,0.009,0.827,
MU19-50,17,10.016,0.004,5.944,1.751,0.016,0.233,0.021,0.002,0.009,0.001,0.032,0.000,0.003,0.000,0.015,0.014,100.2,100.2,10.1,6.0,0.833,0.022,0.821,
MU19-50,18,9.992,0.003,5.961,1.846,0.020,0.133,0.015,0.002,0.011,0.000,0.034,0.002,0.002,0.000,0.012,0.011,100.2,100.3,10.1,6.0,0.837,0.009,0.823,
MU19-50,19,9.963,0.006,5.961,1.775,0.023,0.202,0.019,0.001,0.010,0.004,0.040,0.000,0.000,0.000,0.015,0.015,100.5,100.6,10.0,6.0,0.832,0.025,0.820,
MU19-50,20,10.031,0.000,5.959,1.768,0.018,0.214,0.011,0.001,0.011,0.003,0.023,0.000,0.001,0.000,0.019,0.002,100.2,100.2,10.1,6.0,0.835,0.014,0.824,
MU19-50,21,10.037,0.009,5.955,1.623,0.013,0.365,0.010,0.000,0.002,0.000,0.019,0.000,0.000,0.001,0.015,0.004,99.8,99.8,10.1,6.0,0.841,-,0.003,
MU19-50,22,10.016,0.006,5.955,1.669,0.017,0.314,0.014,0.001,0.006,0.003,0.030,0.000,0.003,0.000,0.016,0.006,100.1,100.1,10.1,6.0,0.835,0.017,0.824,
MU19-50,23,9.993,0.005,5.981,1.826,0.018,0.156,0.005,0.001,0.002,0.001,0.015,0.001,0.004,0.000,0.009,0.002,100.5,100.5,10.0,6.0,0.852,-,0.036,
MU19-50,24,10.011,0.000,5.960,1.927,0.018,0.055,0.016,0.004,0.004,0.002,0.027,0.000,0.000,0.000,0.017,0.008,100.9,100.9,10.1,6.0,0.848,-,0.023,
MU19-50,25,9.994,0.000,5.968,1.787,0.030,0.183,0.014,0.002,0.007,0.000,0.039,0.000,0.003,0.000,0.023,0.002,100.2,100.3,10.1,6.0,0.837,0.009,0.823,
MU19-50,26,9.971,0.007,5.958,1.759,0.017,0.224,0.015,0.002,0.008,0.001,0.033,0.001,0.000,0.000,0.018,0.016,100.2,100.3,10.0,6.0,0.836,0.012,0.824,
MU19-50,27,9.981,0.005,5.965,1.867,0.022,0.111,0.018,0.004,0.010,0.000,0.027,0.001,0.000,0.001,0.011,0.011,100.2,100.2,10.0,6.0,0.837,0.009,0.823,
MU19-50,28,10.025,0.001,5.952,1.761,0.016,0.223,0.019,0.002,0.011,0.002,0.022,0.003,0.000,0.000,0.015,0.007,100.2,100.3,10.1,6.0,0.832,0.025,0.821,
MU19-50,29,9.974,0.009,5.971,1.614,0.024,0.362,0.020,0.002,0.008,0.002,0.022,0.002,0.000,0.000,0.016,0.003,100.2,100.3,10.0,6.0,0.827,0.038,0.819,
MU19-50,30,9.975,0.005,5.960,1.797,0.027,0.176,0.013,0.002,0.009,0.000,0.035,0.000,0.001,0.000,0.021,0.013,100.1,100.2,10.0,6.0,0.836,0.012,0.823,
MU19-50,31,9.974,0.006,5.964,1.657,0.020,0.323,0.019,0.003,0.015,0.002,0.024,0.000,0.000,0.001,0.015,0.010,100.0,100.0,10.0,6.0,0.822,0.052,0.817,
MU19-50,32,9.976,0.003,5.957,1.689,0.021,0.290,0.013,0.003,0.010,0.000,0.028,0.001,0.002,0.000,0.019,0.018,100.1,100.1,10.0,6.0,0.831,0.025,0.822,
MU19-50,33,9.985,0.006,5.986,1.952,0.014,0.034,0.004,0.000,0.007,0.000,0.015,0.000,0.000,0.001,0.008,0.003,100.6,100.6,10.0,6.0,0.853,-,0.040,
MU19-50,34,10.049,0.002,5.929,1.675,0.018,0.306,0.013,0.001,0.008,0.003,0.036,0.001,0.002,0.000,0.016,0.017,100.2,100.3,10.1,6.0,0.833,0.022,0.822,
MU19-50,35,10.011,0.001,5.959,1.792,0.016,0.192,0.024,0.001,0.010,0.000,0.027,0.000,0.000,0.000,0.015,0.006,100.3,100.3,10.1,6.0,0.833,0.021,0.821,
MU19-51,1,9.967,0.016,5.970,1.738,0.041,0.221,0.012,0.005,0.005,0.001,0.023,0.007,0.001,0.000,0.014,0.003,100.1,100.1,10.0,6.0,0.837,0.010,0.823,
MU19-51,2,10.008,0.004,5.949,1.654,0.008,0.338,0.006,0.001,0.008,0.009,0.024,0.004,0.000,0.000,0.000,0.024,100.1,100.1,10.1,6.0,0.838,0.007,0.828,
MU19-51,3,9.982,0.005,5.962,1.806,0.049,0.145,0.043,0.004,0.012,0.003,0.021,0.001,0.000,0.000,0.013,0.003,100.3,100.4,10.0,6.0,0.818,0.063,0.807,
MU19-51,4,9.995,0.014,5.959,2.033,0.004,0.000,0.016,0.000,0.004,0.002,0.017,0.000,0.002,0.000,0.016,0.007,100.4,100.4,10.0,6.0,0.854,-,0.042,
MU19-51,5,9.983,0.007,5.986,2.297,0.001,0.000,0.014,0.000,0.004,0.000,0.002,0.000,0.001,0.000,0.008,0.001,100.9,100.9,10.0,6.0,0.856,-,0.049,
MU19-51,6,9.941,0.036,5.954,1.916,0.009,0.075,0.020,0.000,0.007,0.001,0.016,0.000,0.002,0.000,0.042,0.000,100.3,100.3,10.0,6.0,0.843,-,0.010,
MU19-51,7,9.951,0.012,5.977,1.818,0.007,0.175,0.018,0.004,0.008,0.001,0.020,0.001,0.000,0.001,0.024,0.002,100.2,100.2,10.0,6.0,0.840,0.000,0.826,
MU19-51,8,9.977,0.003,5.971,1.662,0.031,0.307,0.025,0.002,0.012,0.000,0.021,0.001,0.000,0.000,0.014,0.006,99.9,100.0,10.0,6.0,0.822,0.051,0.815,
MU19-51,9,9.989,0.004,5.971,2.124,0.044,0.000,0.013,0.008,0.023,0.001,0.019,0.002,0.001,0.000,0.005,0.003,100.1,100.1,10.0,6.0,0.827,0.038,0.814,
MU19-51,10,10.034,0.003,5.972,1.709,0.002,0.289,0.010,0.003,0.010,0.004,0.001,0.000,0.000,0.000,0.000,0.001,100.0,100.0,10.1,6.0,0.839,0.003,0.829,
MU19-51,11,9.961,0.005,5.975,2.127,0.037,0.000,0.028,0.003,0.010,0.004,0.018,0.004,0.005,0.000,0.012,0.002,100.3,100.3,10.0,6.0,0.836,0.012,0.816,
MU19-51,12,10.018,0.023,5.943,1.889,0.015,0.096,0.018,0.000,0.007,0.000,0.010,0.001,0.003,0.001,0.026,0.002,100.3,100.3,10.1,6.0,0.844,-,0.011,
MU19-51,13,10.059,0.023,5.930,2.367,0.012,0.000,0.006,0.002,0.010,0.000,0.012,0.012,0.002,0.000,0.007,0.005,100.3,100.3,10.1,6.0,0.851,-,0.032,
MU19-51,14,9.957,0.003,5.980,2.013,0.001,0.000,0.022,0.000,0.004,0.001,0.027,0.002,0.004,0.001,0.015,0.006,100.5,100.5,10.0,6.0,0.851,-,0.034,
MU19-51,15,9.963,0.003,5.980,1.854,0.001,0.146,0.025,0.004,0.007,0.002,0.031,0.005,0.000,0.000,0.015,0.000,99.7,99.7,10.0,6.0,0.840,0.000,0.824,
MU19-51,16,9.956,0.001,6.002,1.842,0.001,0.157,0.012,0.000,0.003,0.002,0.003,0.003,0.001,0.001,0.004,0.002,100.6,100.6,10.0,6.0,0.852,-,0.037,
MU19-51,17,10.045,0.000,5.959,2.028,0.010,0.000,0.013,0.003,0.012,0.000,0.014,0.003,0.001,0.001,0.011,0.000,100.0,100.0,10.1,6.0,0.845,-,0.015,
MU19-51,18,9.989,0.003,5.975,2.020,0.003,0.000,0.025,0.002,0.005,0.003,0.013,0.000,0.000,0.000,0.012,0.002,100.4,100.4,10.0,6.0,0.849,-,0.028,
MU19-51,19,10.003,0.018,5.955,1.651,0.004,0.345,0.013,0.000,0.008,0.002,0.006,0.000,0.002,0.000,0.019,0.006,100.2,100.2,10.0,6.0,0.836,0.011,0.827,
MU19-51,20,9.962,0.015,5.973,2.178,0.004,0.000,0.018,0.000,0.012,0.002,0.015,0.002,0.000,0.000,0.021,0.000,100.9,100.9,10.0,6.0,0.844,-,0.012,
MU19-51,21,9.955,0.008,5.967,1.983,0.002,0.015,0.030,0.004,0.015,0.000,0.032,0.004,0.004,0.001,0.019,0.002,99.9,99.9,10.0,6.0,0.833,0.020,0.819,
MU19-51,22,9.974,0.003,5.978,2.432,0.000,0.000,0.031,0.000,0.002,0.004,0.028,0.001,0.004,0.000,0.011,0.000,100.7,100.7,10.0,6.0,0.850,-,0.031,
MU19-51,23,10.002,0.004,5.957,1.600,0.013,0.388,0.012,0.001,0.005,0.000,0.021,0.000,0.004,0.000,0.014,0.013,100.0,100.0,10.0,6.0,0.835,0.015,0.826,
MU19-51,24,9.985,0.004,5.969,1.965,0.001,0.034,0.017,0.002,0.005,0.000,0.018,0.000,0.001,0.000,0.018,0.007,100.5,100.5,10.0,6.0,0.851,-,0.032,
MU19-51,25,9.969,0.002,5.985,1.747,0.049,0.204,0.018,0.004,0.013,0.000,0.019,0.001,0.000,0.001,0.009,0.002,99.7,99.8,10.0,6.0,0.826,0.040,0.817,
MU19-51,26,9.976,0.017,5.970,1.880,0.016,0.104,0.015,0.004,0.015,0.002,0.017,0.002,0.000,0.001,0.007,0.002,100.4,100.4,10.0,6.0,0.836,0.014,0.824,
MU19-51,27,9.979,0.039,5.948,2.176,0.000,0.000,0.010,0.001,0.002,0.004,0.018,0.004,0.000,0.000,0.020,0.004,100.2,100.2,10.0,6.0,0.858,-,0.056,
MU19-51,28,10.069,0.002,5.957,2.059,0.001,0.000,0.004,0.000,0.004,0.000,0.004,0.000,0.003,0.000,0.000,0.007,100.4,100.4,10.1,6.0,0.861,-,0.067,
MU19-51,29,10.037,0.004,5.960,2.082,0.012,0.000,0.015,0.000,0.007,0.000,0.014,0.003,0.002,0.000,0.011,0.001,100.3,100.3,10.1,6.0,0.850,-,0.029,
MU19-51,30,10.027,0.007,5.960,2.327,0.008,0.000,0.016,0.001,0.009,0.001,0.016,0.001,0.000,0.001,0.012,0.001,100.8,100.8,10.1,6.0,0.848,-,0.024,
MU19-51,31,10.034,0.004,5.974,1.832,0.003,0.165,0.006,0.002,0.004,0.001,0.001,0.001,0.000,0.000,0.004,0.001,99.8,99.8,10.0,6.0,0.853,-,0.039,
MU19-51,32,9.995,0.031,5.947,1.798,0.004,0.198,0.010,0.000,0.001,0.000,0.003,0.004,0.000,0.000,0.034,0.002,100.2,100.2,10.0,6.0,0.851,-,0.033,
MU19-51,33,9.989,0.018,5.964,1.821,0.017,0.162,0.007,0.000,0.007,0.003,0.012,0.001,0.003,0.001,0.015,0.004,100.3,100.3,10.0,6.0,0.845,-,0.015,
MU19-51,34,10.025,0.001,5.971,2.075,0.025,0.000,0.006,0.004,0.013,0.000,0.015,0.002,0.004,0.000,0.004,0.001,100.6,100.6,10.1,6.0,0.845,-,0.014,
MU19-51,35,10.053,0.013,5.946,1.977,0.004,0.019,0.015,0.000,0.011,0.000,0.003,0.001,0.000,0.000,0.013,0.003,100.1,100.2,10.1,6.0,0.847,-,0.020,
MU19-52,1,9.837,0.130,5.857,0.956,0.455,0.588,0.010,0.000,0.008,0.017,0.033,0.034,0.013,0.001,0.044,0.025,98.9,99.6,10.0,6.0,0.710,0.283,0.714,
MU19-52,2,9.997,0.087,5.882,1.831,0.013,0.156,0.009,0.002,0.006,0.002,0.008,0.012,0.002,0.001,0.054,0.000,98.8,98.8,10.1,6.0,0.843,-,0.009,
